taam,event_count,event_share,out_total,in_total,out_degree,in_degree,successor_entropy,successor_norm_entropy,predecessor_entropy,predecessor_norm_entropy,top_successor,top_successor_prob,top_predecessor,top_predecessor_prob,book,run_label,stream_type
atnah,813,0.07884019,813,813,19,3,3.3261957,0.78301611,1.00632818,0.63492239,merkha,0.23739237,tipeha,0.57318573,leviticus,control_exclude_meteg,full
darga,171,0.01658262,171,171,4,10,0.23065115,0.11532558,2.88858044,0.86954936,tevir,0.97076023,qadma,0.22807018,leviticus,control_exclude_meteg,full
geresh,174,0.01687355,174,174,8,5,2.23088974,0.74362991,0.47336197,0.20386591,munah,0.43678161,qadma,0.93103448,leviticus,control_exclude_meteg,full
geresh_muqdam,1,9.697e-05,1,1,1,1,-0.0,0.0,-0.0,0.0,mahapakh,1.0,atnah,1.0,leviticus,control_exclude_meteg,full
gershayim,76,0.00737005,76,76,7,8,1.84101533,0.65578289,2.28694487,0.76231496,mahapakh,0.52631579,sof_pasuq,0.46052632,leviticus,control_exclude_meteg,full
mahapakh,451,0.04373545,451,451,3,13,0.04548326,0.02869674,2.96705943,0.80181266,pashta,0.99556541,sof_pasuq,0.21507761,leviticus,control_exclude_meteg,full
merkha,1373,0.13314585,1373,1373,9,15,1.38110708,0.43569077,2.64135561,0.67607617,tipeha,0.63073562,tipeha,0.27093955,leviticus,control_exclude_meteg,full
merkha_kefula,1,9.697e-05,1,1,1,1,-0.0,0.0,-0.0,0.0,tipeha,1.0,darga,1.0,leviticus,control_exclude_meteg,full
munah,1352,0.13110939,1352,1352,17,18,2.37896312,0.58201462,3.02008636,0.72425436,zaqef_qatan,0.43860947,pashta,0.29955621,leviticus,control_exclude_meteg,full
paseq,54,0.00523662,54,54,9,5,1.39873529,0.44125186,0.79524744,0.34249443,munah,0.77777778,munah,0.87037037,leviticus,control_exclude_meteg,full
pashta,900,0.08727696,900,900,9,11,1.57177413,0.49583953,2.31579493,0.66941486,munah,0.45,mahapakh,0.49888889,leviticus,control_exclude_meteg,full
pazer,27,0.00261831,27,27,4,4,1.48972216,0.74486108,1.74676599,0.87338299,telisha_qetana,0.48148148,sof_pasuq,0.37037037,leviticus,control_exclude_meteg,full
qadma,334,0.03238945,334,334,7,13,2.09814162,0.74737312,2.6924539,0.72760377,geresh,0.48502994,sof_pasuq,0.31137725,leviticus,control_exclude_meteg,full
revia,312,0.03025601,312,312,12,8,3.0172108,0.84162967,1.6532316,0.5510772,pashta,0.26602564,munah,0.63141026,leviticus,control_exclude_meteg,full
segol,55,0.00533359,55,55,10,3,2.73327295,0.82279714,1.07681836,0.67939674,munah,0.27272727,munah,0.67272727,leviticus,control_exclude_meteg,full
shalshelet,1,9.697e-05,1,1,1,1,-0.0,0.0,-0.0,0.0,paseq,1.0,sof_pasuq,1.0,leviticus,control_exclude_meteg,full
sof_pasuq,857,0.08310706,856,857,20,3,3.62743582,0.83930962,1.00837427,0.63621333,munah,0.17056075,tipeha,0.56592765,leviticus,control_exclude_meteg,full
telisha_gedola,57,0.00552754,57,57,6,10,1.6347225,0.63239699,2.79308729,0.84080306,qadma,0.66666667,sof_pasuq,0.28070175,leviticus,control_exclude_meteg,full
telisha_qetana,71,0.00688518,71,71,1,6,-0.0,0.0,2.08905589,0.80815713,qadma,1.0,sof_pasuq,0.42253521,leviticus,control_exclude_meteg,full
tevir,416,0.04034135,416,416,2,7,0.97038535,0.97038535,2.30818909,0.82219354,merkha,0.60096154,darga,0.39903846,leviticus,control_exclude_meteg,full
tipeha,1668,0.1617533,1668,1667,4,10,1.98515249,0.99257625,1.85130325,0.55729781,sof_pasuq,0.29076739,merkha,0.5194961,leviticus,control_exclude_meteg,full
yetiv,50,0.00484872,50,50,2,5,0.72192809,0.72192809,2.06474971,0.8892393,munah,0.8,revia,0.3,leviticus,control_exclude_meteg,full
zaqef_gadol,55,0.00533359,55,55,4,3,1.45228519,0.7261426,1.54810631,0.97674633,merkha,0.49090909,zaqef_qatan,0.43636364,leviticus,control_exclude_meteg,full
zaqef_qatan,987,0.09571373,987,987,13,7,2.22592865,0.60153085,1.25589149,0.44735757,tipeha,0.44478217,munah,0.60081054,leviticus,control_exclude_meteg,full
zarqa,2,0.00019395,2,2,1,1,-0.0,0.0,-0.0,0.0,segol,1.0,munah,1.0,leviticus,control_exclude_meteg,full
zinor,54,0.00523662,54,54,2,5,0.87671629,0.87671629,1.65650909,0.71341963,munah,0.7037037,munah,0.55555556,leviticus,control_exclude_meteg,full
