from_shape,to_shape,count,p_to_given_from,p_to_background,lift,book,level,shape_field,transition_accent_mode
P<=4_A3_C0,P<=4_A3_C0,442,0.3458529,0.33534505,1.03133442,deuteronomy,minor,transition_bucket_shape,accent_words
P<=4_A2_C0,P<=4_A3_C0,294,0.35379061,0.33534505,1.05500472,deuteronomy,minor,transition_bucket_shape,accent_words
P<=4_A3_C0,P<=4_A2_C0,279,0.21830986,0.218053,1.00117795,deuteronomy,minor,transition_bucket_shape,accent_words
P<=4_A2_C0,P<=4_A2_C0,183,0.22021661,0.218053,1.00992237,deuteronomy,minor,transition_bucket_shape,accent_words
P<=4_A4_C0,P<=4_A3_C0,137,0.33012048,0.33534505,0.98442031,deuteronomy,minor,transition_bucket_shape,accent_words
P<=4_A3_C0,P<=4_A4_C0,133,0.10406886,0.1088953,0.95567811,deuteronomy,minor,transition_bucket_shape,accent_words
P<=4_A3_C0,P<=4_A0-1_C0,111,0.08685446,0.07347153,1.18215124,deuteronomy,minor,transition_bucket_shape,accent_words
P<=4_A0-1_C0,P<=4_A3_C0,102,0.36428571,0.33534505,1.08630114,deuteronomy,minor,transition_bucket_shape,accent_words
P<=4_A3_C0,P5-6_A5_C0,100,0.07824726,0.08134348,0.96193649,deuteronomy,minor,transition_bucket_shape,accent_words
P<=4_A4_C0,P<=4_A2_C0,98,0.23614458,0.218053,1.0829687,deuteronomy,minor,transition_bucket_shape,accent_words
P5-6_A5_C0,P<=4_A3_C0,93,0.3,0.33534505,0.89460094,deuteronomy,minor,transition_bucket_shape,accent_words
P<=4_A2_C0,P<=4_A4_C0,88,0.10589651,0.1088953,0.97246169,deuteronomy,minor,transition_bucket_shape,accent_words
P<=4_A3_C0,P5-6_A4_C0,71,0.05555556,0.06559958,0.84688889,deuteronomy,minor,transition_bucket_shape,accent_words
P5-6_A5_C0,P<=4_A2_C0,71,0.22903226,0.218053,1.05035131,deuteronomy,minor,transition_bucket_shape,accent_words
